t	in	out	motor
6640.0	71.93	70.46	81.37
6642.0	71.98	70.48	81.62
6644.0	72.03	70.51	81.84
6646.0	72.08	70.53	82.05
6648.0	72.13	70.56	82.23
6650.0	72.18	70.59	82.39
6652.0	72.22	70.62	82.54
6654.0	72.27	70.65	82.67
6656.0	72.31	70.69	82.78
6658.0	72.36	70.72	82.89
6660.0	72.40	70.76	82.98
6662.0	72.42	70.79	82.46
6664.0	72.42	70.83	81.85
6666.0	72.39	70.86	81.22
6668.0	72.36	70.89	80.62
6670.0	72.31	70.92	80.06
6672.0	72.27	70.94	79.56
6674.0	72.22	70.96	79.11
6676.0	72.18	70.97	78.72
6678.0	72.14	70.98	78.37
6680.0	72.10	70.99	78.07
6682.0	72.07	70.99	77.81
6684.0	72.04	70.98	77.58
6686.0	72.01	70.97	77.38
6688.0	71.98	70.96	77.21
6690.0	71.95	70.95	77.07
6692.0	71.93	70.94	77.22
6694.0	71.93	70.92	77.50
6696.0	71.95	70.91	77.84
6698.0	71.97	70.89	78.21
6700.0	72.00	70.88	78.58
6702.0	72.04	70.87	78.93
6704.0	72.07	70.87	79.25
6706.0	72.11	70.86	79.53
6708.0	72.14	70.86	79.79
6710.0	72.17	70.86	80.01
6712.0	72.20	70.87	80.20
6714.0	72.23	70.88	80.37
6716.0	72.26	70.89	80.52
6718.0	72.28	70.90	80.64
6720.0	72.31	70.91	80.75
6722.0	72.34	70.93	81.10
6724.0	72.38	70.94	81.47
6726.0	72.43	70.96	81.83
6728.0	72.48	70.98	82.17
6730.0	72.54	71.00	82.48
6732.0	72.60	71.03	82.76
6734.0	72.65	71.05	83.01
6736.0	72.71	71.08	83.23
6738.0	72.76	71.12	83.42
6740.0	72.81	71.15	83.59
6742.0	72.86	71.19	83.74
6744.0	72.91	71.22	83.88
6746.0	72.96	71.26	84.00
6748.0	73.01	71.30	84.10
6750.0	73.05	71.34	84.20
6752.0	73.08	71.38	83.38
6754.0	73.05	71.42	82.31
6756.0	72.99	71.46	81.20
6758.0	72.90	71.49	80.13
6760.0	72.80	71.52	79.14
6762.0	72.70	71.54	78.23
6764.0	72.60	71.54	77.42
6766.0	72.50	71.54	76.70
6768.0	72.40	71.54	76.06
6770.0	72.32	71.52	75.49
6772.0	72.23	71.49	74.99
6774.0	72.15	71.46	74.56
6776.0	72.07	71.43	74.17
6778.0	72.00	71.39	73.83
6780.0	71.92	71.34	73.53
6782.0	71.85	71.30	73.32
6784.0	71.78	71.25	73.15
6786.0	71.72	71.20	73.03
6788.0	71.66	71.14	72.94
6790.0	71.61	71.09	72.88
6792.0	71.55	71.03	72.85
6794.0	71.50	70.98	72.83
6796.0	71.45	70.92	72.82
6798.0	71.40	70.87	72.83
6800.0	71.36	70.81	72.83
6802.0	71.31	70.76	72.85
6804.0	71.26	70.71	72.86
6806.0	71.22	70.65	72.87
6808.0	71.17	70.60	72.87
6810.0	71.13	70.55	72.88
6812.0	71.08	70.50	72.81
6814.0	71.03	70.45	72.69
6816.0	70.97	70.40	72.55
6818.0	70.91	70.35	72.40
6820.0	70.85	70.30	72.24
6822.0	70.79	70.25	72.08
6824.0	70.72	70.20	71.93
6826.0	70.66	70.14	71.78
6828.0	70.59	70.09	71.63
6830.0	70.53	70.04	71.49
6832.0	70.46	69.98	71.36
6834.0	70.40	69.93	71.23
6836.0	70.34	69.87	71.11
6838.0	70.27	69.81	71.00
6840.0	70.21	69.76	70.89
6842.0	70.17	69.70	71.60
6844.0	70.17	69.64	72.39
6846.0	70.20	69.59	73.27
6848.0	70.25	69.54	74.22
6850.0	70.32	69.49	75.21
6852.0	70.40	69.45	76.18
6854.0	70.49	69.42	77.09
6856.0	70.57	69.40	77.93
6858.0	70.66	69.39	78.68
6860.0	70.74	69.39	79.35
6862.0	70.82	69.39	79.93
6864.0	70.89	69.41	80.44
6866.0	70.96	69.42	80.88
6868.0	71.03	69.45	81.26
6870.0	71.09	69.48	81.59
6872.0	71.15	69.51	81.61
6874.0	71.19	69.54	81.59
6876.0	71.22	69.58	81.56
6878.0	71.25	69.62	81.52
6880.0	71.27	69.66	81.48
6882.0	71.30	69.69	81.45
6884.0	71.33	69.73	81.43
6886.0	71.35	69.77	81.41
6888.0	71.38	69.80	81.40
6890.0	71.41	69.84	81.39
6892.0	71.44	69.87	81.39
6894.0	71.47	69.91	81.40
6896.0	71.50	69.94	81.41
6898.0	71.53	69.97	81.42
6900.0	71.56	70.00	81.43
6902.0	71.58	70.04	80.89
6904.0	71.56	70.07	80.22
6906.0	71.53	70.10	79.52
6908.0	71.48	70.12	78.84
6910.0	71.42	70.14	78.21
6912.0	71.36	70.16	77.63
6914.0	71.30	70.17	77.11
6916.0	71.24	70.17	76.65
6918.0	71.19	70.17	76.24
6920.0	71.13	70.17	75.88
6922.0	71.08	70.15	75.56
6924.0	71.04	70.14	75.29
6926.0	70.99	70.12	75.04
6928.0	70.95	70.10	74.83
6930.0	70.90	70.08	74.64
6932.0	70.86	70.05	74.60
6934.0	70.84	70.02	74.63
6936.0	70.81	70.00	74.71
6938.0	70.80	69.97	74.83
6940.0	70.79	69.94	74.95
6942.0	70.78	69.91	75.08
6944.0	70.77	69.89	75.21
6946.0	70.76	69.86	75.32
6948.0	70.76	69.84	75.43
6950.0	70.75	69.81	75.52
6952.0	70.74	69.79	75.60
6954.0	70.73	69.77	75.67
6956.0	70.73	69.75	75.73
6958.0	70.72	69.74	75.78
6960.0	70.71	69.72	75.82
6962.0	70.72	69.70	76.73
6964.0	70.78	69.69	77.69
6966.0	70.86	69.68	78.63
6968.0	70.96	69.68	79.51
6970.0	71.06	69.68	80.32
6972.0	71.16	69.68	81.05
6974.0	71.26	69.70	81.69
6976.0	71.35	69.72	82.26
6978.0	71.44	69.75	82.76
6980.0	71.53	69.79	83.19
6982.0	71.61	69.83	83.56
6984.0	71.69	69.87	83.89
6986.0	71.77	69.92	84.18
6988.0	71.84	69.97	84.43
6990.0	71.91	70.02	84.66
6992.0	71.99	70.08	84.88
6994.0	72.06	70.14	85.17
6996.0	72.14	70.20	85.49
6998.0	72.23	70.26	85.80
7000.0	72.31	70.32	86.10
7002.0	72.40	70.38	86.37
7004.0	72.49	70.45	86.63
7006.0	72.58	70.52	86.86
7008.0	72.67	70.59	87.06
7010.0	72.76	70.66	87.25
7012.0	72.84	70.73	87.43
7014.0	72.93	70.81	87.59
7016.0	73.01	70.88	87.73
7018.0	73.09	70.96	87.87
7020.0	73.18	71.03	88.00
7022.0	73.24	71.11	87.22
7024.0	73.25	71.19	86.34
7026.0	73.23	71.26	85.45
7028.0	73.20	71.33	84.63
7030.0	73.17	71.39	83.88
7032.0	73.13	71.45	83.22
7034.0	73.09	71.50	82.64
7036.0	73.06	71.54	82.14
7038.0	73.04	71.58	81.71
7040.0	73.01	71.61	81.35
7042.0	73.00	71.63	81.03
7044.0	72.98	71.65	80.77
7046.0	72.97	71.66	80.55
7048.0	72.96	71.68	80.36
7050.0	72.95	71.68	80.20
7052.0	72.93	71.69	79.66
7054.0	72.89	71.70	79.01
7056.0	72.82	71.70	78.32
7058.0	72.75	71.70	77.66
7060.0	72.67	71.69	77.04
7062.0	72.59	71.68	76.46
7064.0	72.50	71.66	75.94
7066.0	72.42	71.64	75.47
7068.0	72.34	71.61	75.04
7070.0	72.27	71.58	74.66
7072.0	72.19	71.54	74.32
7074.0	72.12	71.50	74.01
7076.0	72.05	71.46	73.74
7078.0	71.98	71.41	73.49
7080.0	71.91	71.36	73.27
7082.0	71.84	71.31	73.21
7084.0	71.79	71.26	73.18
7086.0	71.74	71.20	73.20
7088.0	71.69	71.15	73.24
7090.0	71.65	71.09	73.30
7092.0	71.61	71.04	73.38
7094.0	71.57	70.99	73.47
7096.0	71.54	70.93	73.56
7098.0	71.50	70.88	73.65
7100.0	71.47	70.83	73.74
7102.0	71.44	70.79	73.82
7104.0	71.41	70.74	73.89
7106.0	71.37	70.70	73.95
7108.0	71.34	70.65	74.00
7110.0	71.31	70.61	74.05
7112.0	71.29	70.57	74.45
7114.0	71.29	70.53	74.96
7116.0	71.30	70.49	75.54
7118.0	71.33	70.45	76.13
7120.0	71.37	70.42	76.71
7122.0	71.42	70.40	77.25
7124.0	71.46	70.38	77.74
7126.0	71.50	70.36	78.17
7128.0	71.54	70.35	78.56
7130.0	71.58	70.35	78.90
7132.0	71.62	70.34	79.19
7134.0	71.65	70.35	79.44
7136.0	71.68	70.35	79.65
7138.0	71.71	70.36	79.84
7140.0	71.74	70.37	80.00
7142.0	71.77	70.38	80.52
7144.0	71.83	70.40	81.00
7146.0	71.89	70.41	81.43
7148.0	71.95	70.43	81.82
7150.0	72.02	70.46	82.17
7152.0	72.08	70.48	82.47
7154.0	72.14	70.51	82.73
7156.0	72.20	70.55	82.97
7158.0	72.26	70.58	83.17
7160.0	72.31	70.62	83.35
7162.0	72.36	70.66	83.51
7164.0	72.42	70.70	83.65
7166.0	72.47	70.74	83.78
7168.0	72.52	70.78	83.89
7170.0	72.57	70.83	83.99
7172.0	72.62	70.87	83.94
7174.0	72.65	70.91	83.83
7176.0	72.68	70.96	83.69
7178.0	72.71	71.00	83.54
7180.0	72.73	71.05	83.40
7182.0	72.75	71.09	83.27
7184.0	72.77	71.13	83.16
7186.0	72.79	71.17	83.06
7188.0	72.81	71.20	82.99
7190.0	72.84	71.24	82.92
7192.0	72.86	71.27	82.87
7194.0	72.88	71.31	82.83
7196.0	72.91	71.34	82.81
7198.0	72.93	71.37	82.79
7200.0	72.96	71.40	82.77
7202.0	72.98	71.43	82.35
7204.0	72.97	71.46	81.88
7206.0	72.95	71.49	81.40
7208.0	72.92	71.51	80.95
7210.0	72.89	71.53	80.54
7212.0	72.86	71.55	80.16
7214.0	72.83	71.56	79.83
7216.0	72.80	71.57	79.54
7218.0	72.77	71.58	79.28
7220.0	72.74	71.58	79.05
7222.0	72.72	71.58	78.86
7224.0	72.69	71.58	78.69
7226.0	72.67	71.58	78.54
7228.0	72.65	71.57	78.41
7230.0	72.63	71.56	78.30
7232.0	72.64	71.55	79.29
7234.0	72.71	71.54	80.44
7236.0	72.81	71.53	81.65
7238.0	72.94	71.53	82.83
7240.0	73.08	71.54	83.94
7242.0	73.22	71.55	84.91
7244.0	73.35	71.58	85.75
7246.0	73.48	71.61	86.46
7248.0	73.60	71.65	87.08
7250.0	73.72	71.70	87.61
7252.0	73.83	71.76	88.07
7254.0	73.93	71.82	88.48
7256.0	74.03	71.89	88.83
7258.0	74.13	71.96	89.14
7260.0	74.23	72.03	89.41
7262.0	74.30	72.11	89.06
7264.0	74.36	72.19	88.74
7266.0	74.40	72.27	88.46
7268.0	74.43	72.34	88.23
7270.0	74.47	72.42	88.03
7272.0	74.50	72.49	87.87
7274.0	74.54	72.56	87.74
7276.0	74.58	72.62	87.64
7278.0	74.63	72.68	87.56
7280.0	74.67	72.75	87.50
7282.0	74.72	72.80	87.46
7284.0	74.77	72.86	87.44
7286.0	74.82	72.92	87.43
7288.0	74.87	72.97	87.43
7290.0	74.92	73.03	87.44
7292.0	74.97	73.08	87.69
7294.0	75.04	73.14	87.95
7296.0	75.11	73.19	88.20
7298.0	75.19	73.24	88.43
7300.0	75.27	73.30	88.64
7302.0	75.34	73.36	88.83
7304.0	75.42	73.42	89.01
7306.0	75.49	73.47	89.17
7308.0	75.57	73.54	89.31
7310.0	75.64	73.60	89.44
7312.0	75.71	73.66	89.57
7314.0	75.78	73.72	89.68
7316.0	75.85	73.79	89.79
7318.0	75.92	73.85	89.89
7320.0	75.99	73.92	89.98
7322.0	76.03	73.98	89.17
7324.0	76.03	74.05	88.17
7326.0	75.99	74.11	87.15
7328.0	75.94	74.17	86.17
7330.0	75.87	74.22	85.27
7332.0	75.81	74.26	84.46
7334.0	75.74	74.29	83.74
7336.0	75.68	74.32	83.10
7338.0	75.62	74.34	82.55
7340.0	75.57	74.35	82.07
7342.0	75.52	74.35	81.65
7344.0	75.47	74.35	81.29
7346.0	75.43	74.34	80.98
7348.0	75.38	74.33	80.71
7350.0	75.34	74.32	80.48
7352.0	75.31	74.30	80.45
7354.0	75.29	74.28	80.56
7356.0	75.28	74.26	80.76
7358.0	75.29	74.24	81.01
7360.0	75.30	74.22	81.27
7362.0	75.32	74.20	81.53
7364.0	75.33	74.19	81.78
7366.0	75.35	74.17	82.00
7368.0	75.37	74.16	82.20
7370.0	75.39	74.15	82.38
7372.0	75.40	74.15	82.53
7374.0	75.41	74.14	82.66
7376.0	75.43	74.14	82.78
7378.0	75.44	74.14	82.88
7380.0	75.45	74.14	82.96
7382.0	75.46	74.14	83.10
7384.0	75.47	74.14	83.14
7386.0	75.48	74.14	83.12
7388.0	75.48	74.15	83.06
7390.0	75.48	74.15	82.99
7392.0	75.47	74.16	82.91
7394.0	75.47	74.16	82.83
7396.0	75.46	74.16	82.75
7398.0	75.45	74.16	82.68
7400.0	75.45	74.17	82.62
7402.0	75.44	74.17	82.57
7404.0	75.43	74.17	82.52
7406.0	75.43	74.17	82.47
7408.0	75.42	74.17	82.44
7410.0	75.42	74.17	82.40
7412.0	75.40	74.17	82.09
7414.0	75.37	74.16	81.75
7416.0	75.34	74.16	81.42
7418.0	75.30	74.15	81.11
7420.0	75.25	74.15	80.82
7422.0	75.21	74.14	80.56
7424.0	75.17	74.12	80.32
7426.0	75.13	74.11	80.11
7428.0	75.09	74.09	79.92
7430.0	75.05	74.07	79.76
7432.0	75.01	74.05	79.61
7434.0	74.97	74.02	79.47
7436.0	74.94	74.00	79.35
7438.0	74.90	73.97	79.25
7440.0	74.87	73.95	79.15
7442.0	74.86	73.92	79.92
7444.0	74.89	73.89	80.87
7446.0	74.97	73.87	81.90
7448.0	75.06	73.85	82.94
7450.0	75.16	73.83	83.94
7452.0	75.27	73.83	84.85
7454.0	75.37	73.83	85.67
7456.0	75.48	73.84	86.40
7458.0	75.58	73.86	87.03
7460.0	75.68	73.89	87.58
7462.0	75.77	73.92	88.06
7464.0	75.85	73.96	88.48
7466.0	75.94	74.00	88.84
7468.0	76.02	74.05	89.16
7470.0	76.09	74.10	89.44
7472.0	76.14	74.16	88.48
7474.0	76.12	74.21	87.27
7476.0	76.06	74.27	86.02
7478.0	75.97	74.32	84.82
7480.0	75.87	74.36	83.71
7482.0	75.77	74.39	82.70
7484.0	75.66	74.41	81.80
7486.0	75.56	74.42	81.01
7488.0	75.47	74.43	80.31
7490.0	75.38	74.42	79.69
7492.0	75.29	74.40	79.15
7494.0	75.22	74.38	78.68
7496.0	75.14	74.35	78.26
7498.0	75.07	74.32	77.90
7500.0	75.00	74.28	77.57
7502.0	74.93	74.24	77.26
7504.0	74.86	74.20	76.94
7506.0	74.78	74.15	76.64
7508.0	74.71	74.10	76.36
7510.0	74.63	74.05	76.10
7512.0	74.56	73.99	75.87
7514.0	74.48	73.94	75.70
7516.0	74.41	73.88	75.55
7518.0	74.34	73.82	75.42
7520.0	74.28	73.76	75.29
7522.0	74.21	73.70	75.18
7524.0	74.14	73.64	75.08
7526.0	74.08	73.58	74.98
7528.0	74.01	73.52	74.89
7530.0	73.95	73.45	74.80
7532.0	73.88	73.39	74.69
7534.0	73.81	73.33	74.58
7536.0	73.75	73.26	74.49
7538.0	73.68	73.20	74.40
7540.0	73.61	73.14	74.32
7542.0	73.55	73.07	74.24
7544.0	73.48	73.01	74.17
7546.0	73.42	72.95	74.10
7548.0	73.35	72.88	74.04
7550.0	73.29	72.82	73.98
7552.0	73.22	72.75	73.92
7554.0	73.16	72.69	73.87
7556.0	73.10	72.63	73.81
7558.0	73.04	72.56	73.76
7560.0	72.97	72.50	73.70
7562.0	72.91	72.44	73.67
7564.0	72.85	72.38	73.65
7566.0	72.79	72.31	73.67
7568.0	72.74	72.25	73.70
7570.0	72.69	72.19	73.75
7572.0	72.64	72.13	73.81
7574.0	72.59	72.07	73.87
7576.0	72.55	72.01	73.94
7578.0	72.50	71.95	74.01
7580.0	72.46	71.89	74.07
7582.0	72.42	71.84	74.13
7584.0	72.38	71.78	74.18
7586.0	72.33	71.73	74.22
7588.0	72.29	71.68	74.26
7590.0	72.25	71.63	74.28
7592.0	72.21	71.58	74.30
7594.0	72.16	71.53	74.27
7596.0	72.12	71.48	74.21
7598.0	72.07	71.43	74.12
7600.0	72.02	71.39	74.02
7602.0	71.96	71.34	73.92
7604.0	71.91	71.29	73.81
7606.0	71.85	71.24	73.70
7608.0	71.80	71.19	73.59
7610.0	71.74	71.15	73.48
7612.0	71.68	71.10	73.38
7614.0	71.63	71.05	73.28
7616.0	71.57	71.00	73.18
7618.0	71.51	70.95	73.09
7620.0	71.46	70.89	73.00
7622.0	71.41	70.84	73.21
7624.0	71.38	70.79	73.49
7626.0	71.36	70.74	73.81
7628.0	71.35	70.69	74.16
7630.0	71.35	70.65	74.52
7632.0	71.36	70.60	74.88
7634.0	71.36	70.56	75.22
7636.0	71.37	70.53	75.54
7638.0	71.38	70.49	75.83
7640.0	71.38	70.46	76.08
7642.0	71.39	70.44	76.31
7644.0	71.39	70.41	76.50
7646.0	71.40	70.39	76.67
7648.0	71.40	70.37	76.82
7650.0	71.40	70.36	76.94
7652.0	71.42	70.34	77.75
7654.0	71.47	70.33	78.62
7656.0	71.55	70.32	79.49
7658.0	71.64	70.32	80.32
7660.0	71.73	70.32	81.09
7662.0	71.83	70.33	81.78
7664.0	71.92	70.35	82.39
7666.0	72.01	70.37	82.93
7668.0	72.10	70.40	83.40
7670.0	72.18	70.44	83.81
7672.0	72.26	70.48	84.16
7674.0	72.34	70.52	84.48
7676.0	72.41	70.57	84.75
7678.0	72.48	70.62	84.99
7680.0	72.55	70.67	85.20
7682.0	72.60	70.72	84.68
7684.0	72.62	70.78	84.06
7686.0	72.61	70.83	83.44
7688.0	72.59	70.88	82.85
7690.0	72.56	70.93	82.31
7692.0	72.54	70.97	81.84
7694.0	72.51	71.01	81.41
7696.0	72.49	71.04	81.05
7698.0	72.47	71.07	80.73
7700.0	72.46	71.09	80.47
7702.0	72.44	71.11	80.24
7704.0	72.43	71.13	80.04
7706.0	72.43	71.14	79.88
7708.0	72.42	71.15	79.74
7710.0	72.41	71.16	79.62
7712.0	72.41	71.17	79.76
7714.0	72.43	71.17	79.97
7716.0	72.45	71.18	80.21
7718.0	72.48	71.18	80.46
7720.0	72.52	71.19	80.70
7722.0	72.56	71.20	80.93
7724.0	72.59	71.21	81.14
7726.0	72.63	71.22	81.32
7728.0	72.66	71.23	81.49
7730.0	72.70	71.25	81.63
7732.0	72.73	71.27	81.76
7734.0	72.76	71.29	81.87
7736.0	72.79	71.31	81.97
7738.0	72.82	71.33	82.06
7740.0	72.85	71.35	82.14
7742.0	72.86	71.37	81.42
7744.0	72.82	71.40	80.48
7746.0	72.75	71.42	79.50
7748.0	72.66	71.43	78.55
7750.0	72.56	71.44	77.66
7752.0	72.46	71.45	76.85
7754.0	72.35	71.44	76.13
7756.0	72.25	71.43	75.49
7758.0	72.16	71.41	74.92
7760.0	72.07	71.38	74.43
7762.0	71.98	71.35	74.00
7764.0	71.90	71.31	73.64
7766.0	71.83	71.26	73.33
7768.0	71.75	71.22	73.06
7770.0	71.68	71.17	72.83
7772.0	71.63	71.11	73.16
7774.0	71.60	71.06	73.58
7776.0	71.60	71.00	74.15
7778.0	71.62	70.95	74.87
7780.0	71.65	70.90	75.69
7782.0	71.71	70.86	76.54
7784.0	71.77	70.82	77.37
7786.0	71.84	70.79	78.15
7788.0	71.92	70.77	78.86
7790.0	71.98	70.76	79.50
7792.0	72.05	70.75	80.05
7794.0	72.11	70.75	80.54
7796.0	72.17	70.75	80.96
7798.0	72.22	70.76	81.32
7800.0	72.27	70.78	81.64
7802.0	72.33	70.80	82.17
7804.0	72.40	70.82	82.71
7806.0	72.47	70.85	83.22
7808.0	72.55	70.88	83.69
7810.0	72.63	70.91	84.11
7812.0	72.71	70.95	84.49
7814.0	72.79	70.99	84.82
7816.0	72.86	71.04	85.11
7818.0	72.94	71.08	85.37
7820.0	73.01	71.13	85.60
7822.0	73.08	71.19	85.80
7824.0	73.15	71.24	85.98
7826.0	73.22	71.30	86.14
7828.0	73.29	71.35	86.29
7830.0	73.35	71.41	86.42
7832.0	73.41	71.47	86.09
7834.0	73.44	71.53	85.66
7836.0	73.45	71.59	85.22
7838.0	73.46	71.65	84.80
7840.0	73.45	71.70	84.41
7842.0	73.45	71.75	84.07
7844.0	73.45	71.79	83.77
7846.0	73.45	71.84	83.51
7848.0	73.46	71.87	83.30
7850.0	73.47	71.91	83.11
7852.0	73.47	71.94	82.96
7854.0	73.48	71.97	82.84
7856.0	73.50	72.00	82.73
7858.0	73.51	72.02	82.65
7860.0	73.52	72.05	82.58
7862.0	73.55	72.07	82.86
7864.0	73.59	72.09	83.21
7866.0	73.64	72.11	83.59
7868.0	73.70	72.14	83.97
7870.0	73.77	72.16	84.32
7872.0	73.83	72.19	84.64
7874.0	73.90	72.22	84.93
7876.0	73.96	72.25	85.18
7878.0	74.03	72.29	85.41
7880.0	74.09	72.33	85.61
7882.0	74.14	72.37	85.79
7884.0	74.20	72.41	85.95
7886.0	74.26	72.45	86.09
7888.0	74.31	72.50	86.22
7890.0	74.37	72.55	86.34
7892.0	74.41	72.59	86.08
7894.0	74.44	72.64	85.76
7896.0	74.45	72.69	85.43
7898.0	74.45	72.73	85.12
7900.0	74.46	72.77	84.84
7902.0	74.46	72.81	84.59
7904.0	74.46	72.85	84.37
7906.0	74.47	72.89	84.19
7908.0	74.47	72.92	84.03
7910.0	74.48	72.95	83.90
7912.0	74.49	72.97	83.79
7914.0	74.50	73.00	83.71
7916.0	74.51	73.02	83.63
7918.0	74.53	73.04	83.58
7920.0	74.54	73.07	83.53
7922.0	74.56	73.09	83.72
7924.0	74.59	73.10	83.83
7926.0	74.62	73.12	83.90
7928.0	74.65	73.14	83.94
7930.0	74.67	73.16	83.97
7932.0	74.70	73.18	83.98
7934.0	74.72	73.21	83.99
7936.0	74.74	73.23	84.00
7938.0	74.76	73.25	84.01
7940.0	74.78	73.27	84.02
7942.0	74.80	73.29	84.03
7944.0	74.82	73.31	84.04
7946.0	74.84	73.33	84.05
7948.0	74.86	73.35	84.06
7950.0	74.88	73.37	84.07
7952.0	74.90	73.39	84.23
7954.0	74.93	73.42	84.43
7956.0	74.97	73.44	84.64
7958.0	75.01	73.46	84.84
7960.0	75.05	73.48	85.04
7962.0	75.10	73.50	85.22
7964.0	75.14	73.53	85.39
7966.0	75.18	73.56	85.53
7968.0	75.23	73.59	85.67
7970.0	75.27	73.62	85.79
7972.0	75.31	73.65	85.89
7974.0	75.35	73.68	85.99
7976.0	75.39	73.71	86.08
7978.0	75.43	73.74	86.16
7980.0	75.47	73.78	86.23
7982.0	75.50	73.81	86.16
7984.0	75.53	73.85	86.09
7986.0	75.55	73.88	86.01
7988.0	75.57	73.91	85.95
7990.0	75.60	73.95	85.90
7992.0	75.62	73.98	85.85
7994.0	75.64	74.01	85.82
7996.0	75.66	74.04	85.79
7998.0	75.69	74.07	85.77
8000.0	75.71	74.10	85.76
8002.0	75.73	74.13	85.75
8004.0	75.76	74.16	85.75
8006.0	75.78	74.18	85.75
8008.0	75.81	74.21	85.76
8010.0	75.83	74.24	85.77
8012.0	75.84	74.26	85.08
8014.0	75.81	74.29	84.28
8016.0	75.76	74.31	83.46
8018.0	75.69	74.33	82.68
8020.0	75.61	74.35	81.95
8022.0	75.53	74.35	81.29
8024.0	75.45	74.35	80.70
8026.0	75.37	74.35	80.17
8028.0	75.30	74.34	79.70
8030.0	75.23	74.32	79.28
8032.0	75.17	74.30	78.92
8034.0	75.10	74.27	78.59
8036.0	75.04	74.24	78.31
8038.0	74.98	74.20	78.06
8040.0	74.92	74.16	77.83
8042.0	74.87	74.12	77.97
8044.0	74.84	74.08	78.17
8046.0	74.82	74.04	78.41
8048.0	74.82	74.00	78.68
8050.0	74.81	73.96	78.95
8052.0	74.81	73.92	79.20
8054.0	74.81	73.89	79.45
8056.0	74.81	73.86	79.67
8058.0	74.82	73.83	79.87
8060.0	74.82	73.80	80.05
8062.0	74.81	73.78	80.20
8064.0	74.81	73.75	80.33
8066.0	74.81	73.73	80.44
8068.0	74.80	73.72	80.54
8070.0	74.80	73.70	80.62
8072.0	74.82	73.68	81.41
8074.0	74.87	73.67	82.34
8076.0	74.95	73.66	83.31
8078.0	75.04	73.66	84.26
8080.0	75.15	73.66	85.15
8082.0	75.26	73.67	85.96
8084.0	75.36	73.68	86.68
8086.0	75.47	73.71	87.31
8088.0	75.57	73.74	87.86
8090.0	75.66	73.77	88.34
8092.0	75.75	73.82	88.76
8094.0	75.84	73.87	89.12
8096.0	75.92	73.92	89.44
8098.0	76.01	73.97	89.72
8100.0	76.09	74.03	89.97
8102.0	76.13	74.09	88.84
8104.0	76.10	74.15	87.42
8106.0	76.03	74.21	85.97
8108.0	75.92	74.27	84.58
8110.0	75.80	74.31	83.31
8112.0	75.68	74.34	82.16
8114.0	75.55	74.36	81.14
8116.0	75.44	74.37	80.25
8118.0	75.33	74.37	79.45
8120.0	75.22	74.36	78.76
8122.0	75.13	74.34	78.16
8124.0	75.04	74.31	77.63
8126.0	74.95	74.27	77.17
8128.0	74.86	74.23	76.77
8130.0	74.78	74.18	76.42
8132.0	74.70	74.13	76.20
8134.0	74.63	74.08	76.02
8136.0	74.57	74.02	75.89
8138.0	74.50	73.96	75.80
8140.0	74.44	73.91	75.74
8142.0	74.39	73.85	75.72
8144.0	74.33	73.79	75.72
8146.0	74.28	73.73	75.73
8148.0	74.23	73.67	75.76
8150.0	74.18	73.61	75.80
8152.0	74.14	73.55	75.84
8154.0	74.09	73.49	75.88
8156.0	74.05	73.44	75.91
8158.0	74.00	73.38	75.95
8160.0	73.96	73.33	75.97
8162.0	73.92	73.28	76.22
8164.0	73.90	73.23	76.55
8166.0	73.89	73.18	76.92
8168.0	73.88	73.13	77.30
8170.0	73.88	73.08	77.68
8172.0	73.89	73.04	78.03
8174.0	73.90	73.00	78.36
8176.0	73.91	72.97	78.66
8178.0	73.91	72.94	78.92
8180.0	73.92	72.91	79.15
8182.0	73.92	72.89	79.34
8184.0	73.93	72.87	79.51
8186.0	73.93	72.85	79.65
8188.0	73.93	72.83	79.77
8190.0	73.93	72.82	79.87
8192.0	73.93	72.80	80.14
8194.0	73.94	72.79	80.41
8196.0	73.96	72.78	80.66
8198.0	73.98	72.77	80.89
8200.0	74.00	72.77	81.10
8202.0	74.02	72.76	81.28
8204.0	74.04	72.76	81.44
8206.0	74.06	72.76	81.58
8208.0	74.07	72.76	81.70
8210.0	74.09	72.77	81.81
8212.0	74.10	72.77	81.90
8214.0	74.12	72.78	81.98
8216.0	74.13	72.78	82.04
8218.0	74.14	72.79	82.10
8220.0	74.16	72.80	82.15
8222.0	74.17	72.81	82.12
8224.0	74.17	72.82	82.04
8226.0	74.17	72.83	81.93
8228.0	74.17	72.84	81.83
8230.0	74.17	72.84	81.72
8232.0	74.16	72.85	81.62
8234.0	74.16	72.86	81.53
8236.0	74.15	72.86	81.45
8238.0	74.14	72.87	81.37
8240.0	74.14	72.87	81.31
8242.0	74.13	72.88	81.26
8244.0	74.13	72.88	81.21
8246.0	74.13	72.88	81.17
8248.0	74.12	72.88	81.14
8250.0	74.12	72.88	81.11
8252.0	74.11	72.88	80.69
8254.0	74.07	72.88	80.16
8256.0	74.02	72.88	79.61
8258.0	73.95	72.87	79.06
8260.0	73.88	72.86	78.54
8262.0	73.81	72.85	78.06
8264.0	73.74	72.83	77.62
8266.0	73.67	72.81	77.22
8268.0	73.60	72.79	76.86
8270.0	73.53	72.76	76.53
8272.0	73.46	72.72	76.24
8274.0	73.40	72.69	75.98
8276.0	73.33	72.65	75.74
8278.0	73.27	72.60	75.53
8280.0	73.21	72.56	75.34
8282.0	73.16	72.51	75.48
8284.0	73.12	72.47	75.66
