t	in	out	motor
16392.0	65.30	64.30	71.46
16394.0	65.36	64.29	72.06
16396.0	65.43	64.29	72.61
16398.0	65.49	64.29	73.10
16400.0	65.55	64.29	73.53
16402.0	65.61	64.30	73.90
16404.0	65.67	64.32	74.23
16406.0	65.72	64.34	74.52
16408.0	65.77	64.36	74.77
16410.0	65.82	64.39	74.99
16412.0	65.86	64.42	74.88
16414.0	65.88	64.45	74.76
16416.0	65.90	64.48	74.65
16418.0	65.92	64.51	74.55
16420.0	65.93	64.54	74.46
16422.0	65.94	64.57	74.39
16424.0	65.96	64.60	74.32
16426.0	65.97	64.63	74.27
16428.0	65.99	64.65	74.23
16430.0	66.00	64.68	74.20
16432.0	66.02	64.70	74.17
16434.0	66.04	64.73	74.16
16436.0	66.06	64.75	74.15
16438.0	66.08	64.77	74.14
16440.0	66.10	64.80	74.14
16442.0	66.11	64.82	73.60
16444.0	66.08	64.84	72.87
16446.0	66.03	64.86	72.08
16448.0	65.96	64.87	71.30
16450.0	65.88	64.88	70.56
16452.0	65.80	64.89	69.89
16454.0	65.71	64.88	69.28
16456.0	65.63	64.88	68.73
16458.0	65.56	64.86	68.23
16460.0	65.48	64.84	67.80
16462.0	65.41	64.82	67.41
16464.0	65.34	64.78	67.07
16466.0	65.27	64.75	66.77
16468.0	65.21	64.71	66.50
16470.0	65.15	64.67	66.27
16472.0	65.10	64.63	66.56
16474.0	65.08	64.59	66.87
16476.0	65.07	64.54	67.23
16478.0	65.07	64.50	67.63
16480.0	65.08	64.46	68.07
16482.0	65.10	64.42	68.53
16484.0	65.13	64.39	68.99
16486.0	65.15	64.36	69.44
16488.0	65.18	64.33	69.85
16490.0	65.21	64.31	70.23
16492.0	65.24	64.29	70.58
16494.0	65.27	64.28	70.89
16496.0	65.30	64.27	71.16
16498.0	65.32	64.27	71.39
16500.0	65.34	64.26	71.60
16502.0	65.37	64.26	71.83
16504.0	65.39	64.27	72.07
16506.0	65.42	64.27	72.31
16508.0	65.45	64.28	72.54
16510.0	65.48	64.29	72.76
16512.0	65.51	64.30	72.95
16514.0	65.54	64.31	73.13
16516.0	65.58	64.32	73.28
16518.0	65.61	64.34	73.42
16520.0	65.64	64.36	73.54
16522.0	65.67	64.37	73.65
16524.0	65.69	64.39	73.74
16526.0	65.72	64.41	73.82
16528.0	65.75	64.44	73.90
16530.0	65.78	64.46	73.97
16532.0	65.79	64.48	73.43
16534.0	65.77	64.50	72.77
16536.0	65.72	64.52	72.10
16538.0	65.67	64.54	71.44
16540.0	65.60	64.55	70.82
16542.0	65.53	64.56	70.25
16544.0	65.47	64.56	69.74
16546.0	65.40	64.56	69.28
16548.0	65.34	64.55	68.87
16550.0	65.28	64.54	68.50
16552.0	65.23	64.52	68.18
16554.0	65.17	64.50	67.89
16556.0	65.12	64.47	67.64
16558.0	65.07	64.45	67.41
16560.0	65.02	64.42	67.21
16562.0	64.97	64.38	67.17
16564.0	64.94	64.35	67.17
16566.0	64.90	64.32	67.21
16568.0	64.88	64.28	67.28
16570.0	64.86	64.24	67.36
16572.0	64.83	64.21	67.44
16574.0	64.82	64.18	67.53
16576.0	64.80	64.14	67.61
16578.0	64.78	64.11	67.69
16580.0	64.76	64.08	67.76
16582.0	64.74	64.05	67.83
16584.0	64.73	64.02	67.88
16586.0	64.71	63.99	67.93
16588.0	64.69	63.97	67.97
16590.0	64.67	63.94	68.00
16592.0	64.65	63.92	67.84
16594.0	64.61	63.89	67.65
16596.0	64.57	63.87	67.43
16598.0	64.52	63.84	67.21
16600.0	64.48	63.82	66.99
16602.0	64.43	63.79	66.79
16604.0	64.37	63.76	66.59
16606.0	64.32	63.73	66.41
16608.0	64.27	63.70	66.24
16610.0	64.22	63.66	66.08
16612.0	64.17	63.63	65.94
16614.0	64.13	63.59	65.80
16616.0	64.08	63.55	65.68
16618.0	64.03	63.52	65.56
16620.0	63.98	63.48	65.45
16622.0	63.96	63.44	66.23
16624.0	63.99	63.40	67.18
16626.0	64.05	63.36	68.27
16628.0	64.14	63.33	69.43
16630.0	64.24	63.30	70.57
16632.0	64.36	63.28	71.65
16634.0	64.47	63.28	72.64
16636.0	64.59	63.28	73.53
16638.0	64.70	63.29	74.31
16640.0	64.81	63.31	74.99
16642.0	64.91	63.34	75.59
16644.0	65.01	63.37	76.10
16646.0	65.10	63.41	76.55
16648.0	65.19	63.46	76.94
16650.0	65.27	63.51	77.28
16652.0	65.36	63.57	77.49
16654.0	65.43	63.63	77.64
16656.0	65.50	63.69	77.76
16658.0	65.57	63.75	77.85
16660.0	65.63	63.82	77.94
16662.0	65.69	63.88	78.01
16664.0	65.76	63.94	78.08
16666.0	65.82	64.01	78.15
16668.0	65.88	64.07	78.21
16670.0	65.95	64.14	78.28
16672.0	66.01	64.20	78.34
16674.0	66.07	64.26	78.41
16676.0	66.14	64.33	78.47
16678.0	66.20	64.39	78.53
16680.0	66.27	64.46	78.60
16682.0	66.30	64.52	77.70
16684.0	66.29	64.58	76.61
16686.0	66.24	64.64	75.48
16688.0	66.17	64.69	74.40
16690.0	66.09	64.74	73.41
16692.0	66.01	64.78	72.52
16694.0	65.93	64.80	71.71
16696.0	65.85	64.82	71.01
16698.0	65.77	64.83	70.38
16700.0	65.71	64.84	69.84
16702.0	65.64	64.83	69.36
16704.0	65.58	64.82	68.94
16706.0	65.52	64.81	68.57
16708.0	65.46	64.79	68.25
16710.0	65.41	64.76	67.97
16712.0	65.36	64.73	67.74
16714.0	65.31	64.70	67.55
16716.0	65.26	64.67	67.39
16718.0	65.21	64.64	67.24
16720.0	65.17	64.60	67.12
16722.0	65.12	64.56	67.01
16724.0	65.08	64.53	66.91
16726.0	65.04	64.49	66.83
16728.0	64.99	64.45	66.75
16730.0	64.95	64.41	66.68
16732.0	64.91	64.37	66.61
16734.0	64.86	64.33	66.55
16736.0	64.82	64.29	66.49
16738.0	64.78	64.25	66.44
16740.0	64.74	64.21	66.39
16742.0	64.69	64.17	66.27
16744.0	64.65	64.13	66.13
16746.0	64.60	64.09	65.98
16748.0	64.54	64.04	65.82
16750.0	64.49	64.00	65.67
16752.0	64.43	63.96	65.52
16754.0	64.38	63.92	65.38
16756.0	64.32	63.87	65.24
16758.0	64.26	63.83	65.11
16760.0	64.21	63.78	64.99
16762.0	64.15	63.73	64.87
16764.0	64.09	63.68	64.76
16766.0	64.04	63.64	64.66
16768.0	63.98	63.59	64.56
16770.0	63.93	63.54	64.47
16772.0	63.90	63.49	65.08
16774.0	63.90	63.44	65.77
16776.0	63.92	63.39	66.58
16778.0	63.97	63.35	67.49
16780.0	64.04	63.31	68.44
16782.0	64.12	63.28	69.39
16784.0	64.21	63.25	70.29
16786.0	64.30	63.24	71.12
16788.0	64.39	63.23	71.88
16790.0	64.47	63.23	72.54
16792.0	64.55	63.24	73.13
16794.0	64.63	63.25	73.64
16796.0	64.71	63.28	74.08
16798.0	64.78	63.30	74.47
16800.0	64.85	63.33	74.80
16802.0	64.89	63.37	74.32
16804.0	64.89	63.41	73.62
16806.0	64.86	63.45	72.85
16808.0	64.81	63.48	72.08
16810.0	64.75	63.51	71.36
16812.0	64.69	63.54	70.70
16814.0	64.62	63.56	70.10
16816.0	64.56	63.57	69.56
16818.0	64.50	63.58	69.08
16820.0	64.45	63.58	68.66
16822.0	64.39	63.58	68.29
16824.0	64.35	63.57	67.96
16826.0	64.30	63.55	67.67
16828.0	64.25	63.54	67.42
16830.0	64.21	63.52	67.20
16832.0	64.18	63.49	67.32
16834.0	64.16	63.47	67.55
16836.0	64.16	63.45	67.88
16838.0	64.18	63.42	68.26
16840.0	64.20	63.40	68.65
16842.0	64.23	63.38	69.05
16844.0	64.26	63.36	69.43
16846.0	64.30	63.35	69.78
16848.0	64.33	63.34	70.10
16850.0	64.36	63.33	70.38
16852.0	64.39	63.33	70.63
16854.0	64.42	63.33	70.85
16856.0	64.44	63.33	71.03
16858.0	64.47	63.34	71.20
16860.0	64.49	63.34	71.34
16862.0	64.51	63.35	71.24
16864.0	64.51	63.36	71.06
16866.0	64.50	63.37	70.84
16868.0	64.49	63.38	70.60
16870.0	64.47	63.39	70.38
16872.0	64.45	63.40	70.16
16874.0	64.43	63.41	69.97
16876.0	64.41	63.41	69.79
16878.0	64.39	63.41	69.63
16880.0	64.37	63.41	69.49
16882.0	64.35	63.41	69.37
16884.0	64.33	63.41	69.26
16886.0	64.32	63.40	69.16
16888.0	64.30	63.40	69.08
16890.0	64.29	63.39	69.00
16892.0	64.28	63.38	69.24
16894.0	64.29	63.37	69.51
16896.0	64.31	63.36	69.78
16898.0	64.34	63.36	70.05
16900.0	64.36	63.35	70.30
16902.0	64.39	63.35	70.53
16904.0	64.42	63.35	70.73
16906.0	64.44	63.35	70.92
16908.0	64.47	63.35	71.08
16910.0	64.49	63.36	71.23
16912.0	64.51	63.37	71.35
16914.0	64.53	63.38	71.46
16916.0	64.56	63.39	71.56
16918.0	64.58	63.40	71.64
16920.0	64.59	63.41	71.72
16922.0	64.62	63.42	72.17
16924.0	64.67	63.44	72.65
16926.0	64.73	63.45	73.13
16928.0	64.80	63.47	73.59
16930.0	64.87	63.49	74.01
16932.0	64.94	63.52	74.40
16934.0	65.01	63.55	74.74
16936.0	65.08	63.58	75.04
16938.0	65.15	63.61	75.31
16940.0	65.21	63.65	75.55
16942.0	65.27	63.69	75.76
16944.0	65.33	63.74	75.95
16946.0	65.39	63.78	76.11
16948.0	65.45	63.83	76.26
16950.0	65.51	63.87	76.40
16952.0	65.54	63.92	75.51
16954.0	65.52	63.97	74.49
16956.0	65.46	64.02	73.46
16958.0	65.39	64.06	72.48
16960.0	65.31	64.09	71.59
16962.0	65.22	64.12	70.78
16964.0	65.14	64.14	70.05
16966.0	65.06	64.15	69.41
16968.0	64.99	64.15	68.84
16970.0	64.92	64.14	68.34
16972.0	64.85	64.13	67.90
16974.0	64.79	64.11	67.51
16976.0	64.73	64.09	67.17
16978.0	64.67	64.06	66.88
16980.0	64.61	64.04	66.61
16982.0	64.56	64.00	66.48
16984.0	64.51	63.97	66.38
16986.0	64.47	63.93	66.31
16988.0	64.43	63.89	66.26
16990.0	64.39	63.86	66.22
16992.0	64.36	63.82	66.20
16994.0	64.32	63.78	66.18
16996.0	64.29	63.74	66.17
16998.0	64.25	63.70	66.16
17000.0	64.22	63.66	66.15
17002.0	64.18	63.62	66.15
17004.0	64.15	63.59	66.14
17006.0	64.12	63.55	66.13
17008.0	64.08	63.51	66.12
17010.0	64.05	63.48	66.11
17012.0	64.02	63.44	66.26
17014.0	64.00	63.40	66.42
17016.0	63.98	63.37	66.57
17018.0	63.97	63.33	66.72
17020.0	63.96	63.30	66.86
17022.0	63.95	63.27	66.99
17024.0	63.94	63.24	67.10
17026.0	63.92	63.21	67.20
17028.0	63.91	63.19	67.29
17030.0	63.90	63.16	67.37
17032.0	63.89	63.14	67.44
17034.0	63.88	63.12	67.49
17036.0	63.86	63.10	67.54
17038.0	63.85	63.08	67.58
17040.0	63.83	63.06	67.61
17042.0	63.83	63.04	67.90
17044.0	63.84	63.02	68.25
17046.0	63.86	63.00	68.63
17048.0	63.88	62.99	69.02
17050.0	63.92	62.98	69.39
17052.0	63.95	62.97	69.73
17054.0	63.98	62.96	70.05
17056.0	64.02	62.96	70.33
17058.0	64.05	62.96	70.59
17060.0	64.08	62.96	70.81
17062.0	64.11	62.97	71.01
17064.0	64.14	62.98	71.18
17066.0	64.17	62.99	71.32
17068.0	64.19	63.00	71.45
17070.0	64.22	63.01	71.57
17072.0	64.23	63.03	71.11
17074.0	64.21	63.04	70.55
17076.0	64.17	63.06	69.97
17078.0	64.12	63.07	69.41
17080.0	64.06	63.08	68.88
17082.0	64.00	63.08	68.39
17084.0	63.94	63.08	67.95
17086.0	63.88	63.08	67.55
17088.0	63.83	63.07	67.20
17090.0	63.77	63.05	66.88
17092.0	63.72	63.04	66.60
17094.0	63.67	63.02	66.35
17096.0	63.62	62.99	66.13
17098.0	63.58	62.97	65.93
17100.0	63.53	62.94	65.76
17102.0	63.52	62.91	66.70
17104.0	63.56	62.88	67.76
17106.0	63.64	62.85	68.89
17108.0	63.75	62.83	70.03
17110.0	63.86	62.81	71.13
17112.0	63.98	62.80	72.16
17114.0	64.10	62.80	73.10
17116.0	64.22	62.82	73.94
17118.0	64.34	62.84	74.68
17120.0	64.45	62.86	75.33
17122.0	64.56	62.90	75.89
17124.0	64.66	62.95	76.39
17126.0	64.75	62.99	76.82
17128.0	64.85	63.05	77.19
17130.0	64.94	63.11	77.52
17132.0	65.01	63.17	77.45
17134.0	65.07	63.24	77.36
17136.0	65.12	63.30	77.26
17138.0	65.17	63.37	77.17
17140.0	65.22	63.43	77.10
17142.0	65.26	63.50	77.03
17144.0	65.30	63.56	76.99
17146.0	65.35	63.62	76.95
17148.0	65.40	63.68	76.93
17150.0	65.45	63.74	76.92
17152.0	65.50	63.80	76.92
17154.0	65.55	63.86	76.93
17156.0	65.60	63.91	76.95
17158.0	65.65	63.97	76.97
17160.0	65.71	64.02	77.00
17162.0	65.73	64.08	76.02
17164.0	65.70	64.13	74.85
17166.0	65.64	64.18	73.65
17168.0	65.55	64.22	72.52
17170.0	65.46	64.26	71.47
17172.0	65.36	64.28	70.53
17174.0	65.26	64.30	69.69
17176.0	65.16	64.31	68.95
17178.0	65.07	64.31	68.30
17180.0	64.99	64.30	67.74
17182.0	64.91	64.28	67.25
17184.0	64.84	64.26	66.83
17186.0	64.77	64.23	66.46
17188.0	64.70	64.19	66.15
17190.0	64.64	64.16	65.88
17192.0	64.58	64.12	65.66
17194.0	64.52	64.07	65.46
17196.0	64.46	64.03	65.29
17198.0	64.40	63.98	65.14
17200.0	64.34	63.94	65.00
17202.0	64.28	63.89	64.88
17204.0	64.23	63.84	64.77
17206.0	64.17	63.79	64.67
17208.0	64.12	63.74	64.58
17210.0	64.06	63.68	64.49
17212.0	64.01	63.63	64.41
17214.0	63.95	63.58	64.33
17216.0	63.90	63.53	64.26
17218.0	63.84	63.48	64.19
17220.0	63.79	63.42	64.12
17222.0	63.75	63.37	64.49
17224.0	63.73	63.32	64.86
17226.0	63.72	63.27	65.27
17228.0	63.72	63.22	65.72
17230.0	63.73	63.18	66.22
17232.0	63.75	63.13	66.74
17234.0	63.78	63.10	67.26
17236.0	63.81	63.06	67.76
17238.0	63.84	63.04	68.24
17240.0	63.88	63.01	68.67
17242.0	63.91	63.00	69.07
17244.0	63.94	62.98	69.42
17246.0	63.97	62.97	69.72
17248.0	64.00	62.97	69.99
17250.0	64.03	62.97	70.23
17252.0	64.06	62.97	70.68
17254.0	64.10	62.97	71.14
17256.0	64.15	62.98	71.58
17258.0	64.21	62.99	71.99
17260.0	64.26	63.00	72.37
17262.0	64.32	63.02	72.71
17264.0	64.38	63.04	73.01
17266.0	64.43	63.06	73.28
17268.0	64.48	63.09	73.51
17270.0	64.53	63.11	73.71
17272.0	64.58	63.15	73.90
17274.0	64.63	63.18	74.05
17276.0	64.68	63.21	74.20
17278.0	64.72	63.25	74.32
17280.0	64.77	63.28	74.43
17282.0	64.79	63.32	73.78
17284.0	64.78	63.36	72.98
17286.0	64.74	63.40	72.16
17288.0	64.68	63.43	71.36
17290.0	64.61	63.45	70.62
17292.0	64.54	63.47	69.95
17294.0	64.47	63.49	69.34
17296.0	64.40	63.50	68.80
17298.0	64.34	63.50	68.32
17300.0	64.28	63.49	67.90
17302.0	64.22	63.48	67.53
17304.0	64.17	63.47	67.20
17306.0	64.12	63.45	66.91
17308.0	64.07	63.42	66.65
17310.0	64.02	63.40	66.42
17312.0	63.97	63.37	66.28
17314.0	63.93	63.34	66.15
17316.0	63.89	63.31	66.04
17318.0	63.85	63.28	65.94
17320.0	63.81	63.24	65.85
17322.0	63.77	63.21	65.77
17324.0	63.73	63.17	65.70
17326.0	63.69	63.14	65.63
17328.0	63.65	63.10	65.57
17330.0	63.62	63.06	65.52
17332.0	63.58	63.03	65.46
17334.0	63.54	62.99	65.41
17336.0	63.50	62.95	65.37
17338.0	63.46	62.92	65.32
17340.0	63.43	62.88	65.27
17342.0	63.39	62.84	65.12
17344.0	63.34	62.81	64.97
17346.0	63.29	62.77	64.82
17348.0	63.24	62.73	64.67
17350.0	63.19	62.69	64.53
17352.0	63.14	62.65	64.40
17354.0	63.09	62.61	64.28
17356.0	63.03	62.57	64.16
17358.0	62.98	62.53	64.05
17360.0	62.93	62.49	63.94
17362.0	62.88	62.45	63.84
17364.0	62.83	62.40	63.75
17366.0	62.78	62.36	63.66
17368.0	62.73	62.31	63.58
17370.0	62.68	62.27	63.49
17372.0	62.65	62.22	63.96
17374.0	62.65	62.18	64.54
17376.0	62.66	62.13	65.23
17378.0	62.70	62.09	66.00
17380.0	62.76	62.06	66.80
17382.0	62.82	62.03	67.59
17384.0	62.89	62.00	68.33
17386.0	62.96	61.99	69.02
17388.0	63.03	61.98	69.63
17390.0	63.10	61.97	70.17
17392.0	63.16	61.98	70.65
17394.0	63.22	61.98	71.06
17396.0	63.28	62.00	71.42
17398.0	63.33	62.02	71.73
17400.0	63.39	62.04	72.00
17402.0	63.43	62.07	71.84
17404.0	63.44	62.09	71.55
17406.0	63.44	62.12	71.20
17408.0	63.43	62.15	70.83
17410.0	63.41	62.18	70.48
17412.0	63.39	62.20	70.16
17414.0	63.37	62.22	69.86
17416.0	63.34	62.24	69.60
17418.0	63.33	62.25	69.37
17420.0	63.31	62.27	69.17
17422.0	63.29	62.27	68.99
17424.0	63.28	62.28	68.84
17426.0	63.27	62.29	68.71
17428.0	63.26	62.29	68.60
17430.0	63.25	62.29	68.50
17432.0	63.24	62.29	68.47
17434.0	63.23	62.29	68.48
17436.0	63.23	62.29	68.52
17438.0	63.24	62.28	68.58
17440.0	63.24	62.28	68.65
17442.0	63.25	62.28	68.71
17444.0	63.25	62.28	68.78
17446.0	63.26	62.28	68.84
17448.0	63.27	62.28	68.90
17450.0	63.28	62.28	68.95
17452.0	63.28	62.28	69.00
17454.0	63.29	62.28	69.04
17456.0	63.29	62.28	69.07
17458.0	63.30	62.28	69.10
17460.0	63.31	62.28	69.13
17462.0	63.33	62.29	69.73
17464.0	63.38	62.29	70.41
17466.0	63.45	62.30	71.10
17468.0	63.53	62.30	71.76
17470.0	63.61	62.32	72.38
17472.0	63.70	62.34	72.94
17474.0	63.79	62.36	73.44
17476.0	63.87	62.39	73.88
17478.0	63.96	62.42	74.27
17480.0	64.03	62.46	74.61
17482.0	64.11	62.50	74.91
17484.0	64.18	62.55	75.17
17486.0	64.25	62.60	75.40
17488.0	64.32	62.65	75.60
17490.0	64.39	62.70	75.78
17492.0	64.45	62.75	75.88
17494.0	64.51	62.81	76.00
17496.0	64.58	62.87	76.12
17498.0	64.64	62.92	76.25
17500.0	64.70	62.98	76.37
17502.0	64.76	63.04	76.49
17504.0	64.83	63.10	76.60
17506.0	64.89	63.16	76.70
17508.0	64.96	63.22	76.80
17510.0	65.02	63.28	76.89
17512.0	65.08	63.34	76.98
17514.0	65.15	63.40	77.07
17516.0	65.21	63.46	77.15
17518.0	65.27	63.52	77.23
17520.0	65.34	63.58	77.30
17522.0	65.40	63.64	77.21
17524.0	65.44	63.70	77.03
17526.0	65.48	63.76	76.80
17528.0	65.51	63.82	76.57
17530.0	65.54	63.87	76.36
17532.0	65.56	63.93	76.17
17534.0	65.59	63.98	76.00
17536.0	65.61	64.03	75.86
17538.0	65.64	64.08	75.74
17540.0	65.67	64.13	75.64
17542.0	65.70	64.17	75.57
17544.0	65.73	64.22	75.50
17546.0	65.76	64.26	75.46
17548.0	65.79	64.30	75.43
17550.0	65.82	64.34	75.40
17552.0	65.87	64.37	75.98
17554.0	65.95	64.41	76.63
17556.0	66.04	64.45	77.29
17558.0	66.15	64.49	77.92
17560.0	66.27	64.54	78.50
17562.0	66.38	64.59	79.03
17564.0	66.49	64.64	79.49
17566.0	66.60	64.70	79.91
17568.0	66.71	64.77	80.28
17570.0	66.81	64.83	80.61
17572.0	66.91	64.91	80.90
17574.0	67.00	64.98	81.16
17576.0	67.10	65.06	81.39
17578.0	67.19	65.13	81.60
17580.0	67.29	65.21	81.79
17582.0	67.34	65.29	80.74
17584.0	67.34	65.38	79.52
17586.0	67.30	65.45	78.29
17588.0	67.23	65.53	77.13
17590.0	67.15	65.59	76.08
17592.0	67.08	65.64	75.13
17594.0	67.00	65.69	74.29
17596.0	66.93	65.72	73.56
17598.0	66.87	65.75	72.92
17600.0	66.81	65.76	72.37
17602.0	66.76	65.77	71.88
17604.0	66.71	65.78	71.47
17606.0	66.66	65.77	71.11
17608.0	66.62	65.76	70.80
17610.0	66.58	65.75	70.53
17612.0	66.54	65.74	70.36
17614.0	66.50	65.72	70.24
17616.0	66.48	65.70	70.15
17618.0	66.45	65.68	70.09
17620.0	66.42	65.66	70.04
17622.0	66.40	65.63	70.00
17624.0	66.38	65.61	69.98
17626.0	66.35	65.58	69.95
17628.0	66.33	65.56	69.94
17630.0	66.31	65.54	69.92
17632.0	66.29	65.51	69.91
17634.0	66.27	65.49	69.89
17636.0	66.24	65.47	69.88
17638.0	66.22	65.44	69.86
17640.0	66.20	65.42	69.84
17642.0	66.18	65.40	69.83
17644.0	66.15	65.37	69.80
17646.0	66.13	65.35	69.77
17648.0	66.11	65.33	69.74
17650.0	66.08	65.31	69.70
17652.0	66.06	65.28	69.66
17654.0	66.03	65.26	69.62
17656.0	66.01	65.24	69.58
17658.0	65.99	65.21	69.55
17660.0	65.96	65.19	69.51
17662.0	65.94	65.17	69.48
17664.0	65.91	65.14	69.44
17666.0	65.89	65.12	69.41
17668.0	65.86	65.10	69.38
17670.0	65.84	65.07	69.35
17672.0	65.84	65.05	70.05
17674.0	65.87	65.03	70.89
17676.0	65.94	65.01	71.80
17678.0	66.02	64.99	72.71
17680.0	66.11	64.98	73.58
17682.0	66.21	64.98	74.38
17684.0	66.30	64.98	75.11
17686.0	66.40	64.99	75.76
17688.0	66.49	65.01	76.33
17690.0	66.58	65.04	76.82
17692.0	66.66	65.07	77.25
17694.0	66.74	65.11	77.63
17696.0	66.81	65.15	77.96
17698.0	66.89	65.19	78.24
17700.0	66.96	65.24	78.49
17702.0	67.03	65.29	78.87
17704.0	67.11	65.34	79.27
17706.0	67.20	65.40	79.66
17708.0	67.29	65.46	80.02
17710.0	67.38	65.52	80.36
17712.0	67.48	65.58	80.66
17714.0	67.57	65.64	80.93
17716.0	67.66	65.71	81.18
17718.0	67.75	65.78	81.40
17720.0	67.83	65.85	81.60
17722.0	67.92	65.92	81.78
17724.0	68.01	66.00	81.94
17726.0	68.09	66.07	82.09
17728.0	68.17	66.15	82.23
17730.0	68.26	66.22	82.37
17732.0	68.31	66.30	81.56
17734.0	68.32	66.38	80.62
17736.0	68.30	66.45	79.67
17738.0	68.26	66.52	78.78
17740.0	68.22	66.58	77.97
17742.0	68.17	66.64	77.25
17744.0	68.13	66.69	76.62
17746.0	68.09	66.73	76.07
17748.0	68.05	66.76	75.59
17750.0	68.02	66.78	75.19
17752.0	68.00	66.80	74.84
17754.0	67.97	66.82	74.54
17756.0	67.95	66.83	74.29
17758.0	67.93	66.84	74.07
17760.0	67.92	66.84	73.89
17762.0	67.89	66.84	73.46
17764.0	67.86	66.84	72.97
17766.0	67.80	66.84	72.47
17768.0	67.75	66.83	71.98
17770.0	67.68	66.82	71.52
17772.0	67.62	66.81	71.09
17774.0	67.56	66.79	70.70
17776.0	67.49	66.77	70.35
17778.0	67.43	66.75	70.03
17780.0	67.37	66.72	69.74
17782.0	67.31	66.69	69.49
17784.0	67.25	66.65	69.25
17786.0	67.19	66.61	69.04
17788.0	67.13	66.58	68.86
17790.0	67.08	66.53	68.69
17792.0	67.02	66.49	68.57
17794.0	66.97	66.45	68.47
17796.0	66.92	66.40	68.37
17798.0	66.87	66.36	68.29
17800.0	66.82	66.31	68.21
17802.0	66.77	66.27	68.14
17804.0	66.73	66.22	68.07
17806.0	66.68	66.17	68.01
17808.0	66.63	66.13	67.95
17810.0	66.58	66.08	67.89
17812.0	66.53	66.03	67.83
17814.0	66.48	65.99	67.78
17816.0	66.44	65.94	67.72
17818.0	66.39	65.89	67.67
17820.0	66.34	65.85	67.62
17822.0	66.32	65.80	68.54
17824.0	66.35	65.75	69.59
17826.0	66.42	65.71	70.75
17828.0	66.51	65.67	71.95
17830.0	66.62	65.64	73.12
17832.0	66.74	65.62	74.22
17834.0	66.85	65.61	75.23
17836.0	66.97	65.61	76.13
17838.0	67.08	65.62	76.92
17840.0	67.19	65.64	77.62
17842.0	67.29	65.67	78.22
17844.0	67.39	65.71	78.75
17846.0	67.48	65.75	79.20
17848.0	67.57	65.79	79.60
17850.0	67.66	65.84	79.94
17852.0	67.71	65.90	78.99
17854.0	67.69	65.96	77.77
17856.0	67.62	66.01	76.50
17858.0	67.53	66.06	75.28
17860.0	67.43	66.11	74.16
17862.0	67.32	66.14	73.14
17864.0	67.22	66.16	72.24
17866.0	67.12	66.17	71.43
17868.0	67.02	66.18	70.73
17870.0	66.94	66.17	70.11
17872.0	66.85	66.16	69.58
17874.0	66.78	66.14	69.11
17876.0	66.70	66.11	68.70
17878.0	66.63	66.08	68.35
17880.0	66.56	66.04	68.05
17882.0	66.51	66.00	68.20
17884.0	66.48	65.96	68.43
17886.0	66.47	65.92	68.80
17888.0	66.47	65.87	69.28
17890.0	66.49	65.83	69.86
17892.0	66.52	65.79	70.48
17894.0	66.57	65.76	71.11
17896.0	66.62	65.73	71.71
17898.0	66.67	65.71	72.26
17900.0	66.72	65.69	72.77
17902.0	66.76	65.68	73.22
17904.0	66.81	65.67	73.61
17906.0	66.85	65.67	73.96
17908.0	66.89	65.68	74.25
17910.0	66.93	65.68	74.51
17912.0	66.95	65.69	74.13
17914.0	66.93	65.71	73.51
17916.0	66.89	65.72	72.81
17918.0	66.82	65.73	72.11
17920.0	66.75	65.74	71.44
17922.0	66.67	65.74	70.81
17924.0	66.59	65.73	70.23
17926.0	66.51	65.72	69.72
17928.0	66.43	65.71	69.25
17930.0	66.36	65.69	68.83
17932.0	66.29	65.66	68.46
17934.0	66.22	65.63	68.13
17936.0	66.15	65.60	67.84
17938.0	66.09	65.56	67.58
17940.0	66.03	65.52	67.34
17942.0	65.98	65.48	67.58
17944.0	65.95	65.44	67.86
17946.0	65.94	65.39	68.17
17948.0	65.94	65.35	68.53
17950.0	65.95	65.31	68.91
17952.0	65.96	65.27	69.31
17954.0	65.97	65.24	69.71
17956.0	65.99	65.21	70.09
17958.0	66.01	65.18	70.45
17960.0	66.04	65.15	70.77
17962.0	66.06	65.14	71.06
17964.0	66.07	65.12	71.33
17966.0	66.09	65.11	71.56
17968.0	66.11	65.10	71.76
17970.0	66.12	65.09	71.93
17972.0	66.12	65.09	71.57
17974.0	66.09	65.08	71.09
17976.0	66.04	65.08	70.59
17978.0	65.98	65.07	70.08
17980.0	65.92	65.07	69.60
17982.0	65.85	65.05	69.15
17984.0	65.78	65.04	68.73
17986.0	65.71	65.02	68.35
17988.0	65.64	65.00	68.01
17990.0	65.58	64.97	67.70
17992.0	65.52	64.94	67.43
17994.0	65.46	64.90	67.18
17996.0	65.40	64.87	66.95
17998.0	65.34	64.83	66.75
18000.0	65.28	64.79	66.56
18002.0	65.23	64.75	66.57
18004.0	65.19	64.70	66.63
18006.0	65.15	64.66	66.75
18008.0	65.13	64.61	66.91
18010.0	65.11	64.57	67.11
18012.0	65.09	64.53	67.34
18014.0	65.08	64.49	67.57
18016.0	65.08	64.45	67.80
18018.0	65.07	64.41	68.02
18020.0	65.07	64.38	68.23
18022.0	65.06	64.35	68.42
18024.0	65.06	64.32	68.58
18026.0	65.05	64.29	68.73
18028.0	65.05	64.27	68.86
18030.0	65.04	64.24	68.97
18032.0	65.06	64.22	69.90
18034.0	65.12	64.20	70.91
18036.0	65.20	64.19	71.94
